User,Artist,Album,Song,ListenDate
Thepekingduck,Klangkarussell,Sonnentanz,Sonnentanz,4/25/2013 18:16
Thepekingduck,Kaskade,Lessons In Love (Headhunterz Remix),Lessons In Love - Headhunterz Remix Radio Edit,4/25/2013 18:13
Thepekingduck,Basto,CloudBreaker,CloudBreaker - Original Mix,4/25/2013 18:06
Thepekingduck,Polina,Tornado (Remixes),Tornado (Kill the Noise Remix feat. Polina),4/25/2013 18:03
Thepekingduck,deadmau5,Arguru,Arguru,4/25/2013 17:56
Thepekingduck,Rudimental,Feel the Love,Feel the Love - feat. John Newman,4/25/2013 17:51
Thepekingduck,Die Antwoord,$O$,Enter the Ninja,4/25/2013 17:46
Thepekingduck,Neon Hitch,Get Over U,Get Over U,4/25/2013 17:43
Thepekingduck,Crystal Castles,Crystal Castles,Crimewave,4/25/2013 17:39
Thepekingduck,Wolfgang Gartner,Love & War,Love & War - Original Mix,4/25/2013 17:32
Thepekingduck,Italobrothers,Stamp!,Upside Down,4/25/2013 17:29
Thepekingduck,Caesars,Jerk It Out,Jerk It Out - Original Mix,4/25/2013 17:26
Thepekingduck,Two Door Cinema Club,Tourist History,What You Know,4/25/2013 17:22
Thepekingduck,Bloc Party,One More Chance,One More Chance,4/25/2013 17:18
Thepekingduck,M83,Midnight City [Eric Prydz Private Remix],Midnight City [Eric Prydz Private Remix] - Eric Prydz Private Remix,4/25/2013 17:12
Thepekingduck,Skrillex,Bangarang EP,Bangarang - feat. Sirah,4/25/2013 17:08
Thepekingduck,Kevin Rudolf,Let It Rock,Let It Rock,4/25/2013 17:04
Thepekingduck,Orson,Orson Hit Pac - 5 Series,Ain't No Party,4/25/2013 17:00
Thepekingduck,Adele,Set Fire To The Rain (Remixes),Set Fire to the Rain (Thomas Gold remix),4/25/2013 16:55
Thepekingduck,Pendulum,Immersion,The Island - Pt. II,4/25/2013 16:50
Thepekingduck,David Guetta,Nothing but the Beat,Repeat - Feat. Jessie J,4/25/2013 16:47
Thepekingduck,will.i.am,Scream & Shout,Scream & Shout,4/25/2013 16:42
Thepekingduck,Daft Punk,TRON Legacy: Reconfigured,End of Line (remixed by Photek),4/25/2013 16:37
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],4/25/2013 16:33
Thepekingduck,Prodigy,Hotride,Girls (Rex the Dog Remix),4/25/2013 16:26
Thepekingduck,Tame Impala,Mind Mischief,Mind Mischief - The Field Remix,4/20/2013 14:48
Thepekingduck,Tame Impala,Mind Mischief,Mind Mischief - The Field Remix,4/20/2013 14:48
Thepekingduck,Rilo Kiley,Let Me Back In - Single,Let Me Back In,4/20/2013 14:24
Thepekingduck,Uffe,STRAESS! EP,Something Wrong,4/20/2013 14:19
Thepekingduck,Bombino,Nomad,Amidinine,4/20/2013 14:13
Thepekingduck,Dungeonesse,Drive You Crazy b/w Private Party,Drive You Crazy,4/20/2013 14:10
Thepekingduck,Tame Impala,Mind Mischief,Mind Mischief (Ducktails Remix),4/20/2013 14:06
Thepekingduck,Empire of the Sun,Alive,Alive,4/20/2013 14:03
Thepekingduck,Major Lazer,Free The Universe,Bubble Butt [feat. Bruno Mars Tyga & Mystic],4/20/2013 13:58
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],4/20/2013 13:53
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Sukkel Voor de Liefde,4/20/2013 13:49
Thepekingduck,Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),4/20/2013 13:44
Thepekingduck,Armin van Buuren,This Is What It Feels Like,This Is What It Feels Like,4/20/2013 13:41
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Wherever You Will Go,4/17/2013 22:39
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Wherever You Will Go,4/17/2013 22:39
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 3,Somebody That I Used to Know,4/17/2013 22:35
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Superman,4/17/2013 22:32
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,Breakeven (Falling to Pieces),4/17/2013 22:28
Thepekingduck,Boyce Avenue,Acoustic Sessions: Vol. 3,Wonderwall,4/17/2013 22:25
Thepekingduck,Boyce Avenue,New Acoustic Sessions,Teenage Dream,4/17/2013 22:20
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 3,Someone Like You,4/17/2013 22:16
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,One More Night,4/17/2013 22:11
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,Call Me Maybe,4/17/2013 22:07
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,This Years Love,4/17/2013 22:04
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,Glycerine,4/17/2013 22:00
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,Lights,4/17/2013 21:54
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 4,Breakeven (Falling to Pieces),4/17/2013 21:50
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,A Thousand Years,4/17/2013 21:46
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,Radioactive,4/17/2013 21:42
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,Ho Hey,4/17/2013 21:40
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,Drive,4/17/2013 21:36
Thepekingduck,Music4U,Stay - A Tribute to Rihanna and Mikky Ekko,Stay,4/17/2013 21:26
Thepekingduck,Krystl,Circles,Circles,4/17/2013 21:23
Thepekingduck,Wankelmut,My Head Is A Jungle,My Head Is A Jungle - Radio Edit,4/17/2013 21:20
Thepekingduck,Train,California 37,Mermaid,4/17/2013 21:17
Thepekingduck,Tom Odell,Songs from Another Love,Another Love,4/17/2013 21:13
Thepekingduck,Phillip Phillips,Home,Home,4/17/2013 21:08
Thepekingduck,Laura Jansen,Queen Of Elba,Queen Of Elba,4/17/2013 21:04
Thepekingduck,The Lumineers,The Lumineers,Ho Hey,4/17/2013 21:02
Thepekingduck,Armin van Buuren,This Is What It Feels Like,This Is What It Feels Like,4/17/2013 20:58
Thepekingduck,Rihanna,Talk That Talk,Fool in Love,4/17/2013 20:26
Thepekingduck,Rihanna,Talk That Talk,Do Ya Thang,4/17/2013 19:52
Thepekingduck,Rihanna,Talk That Talk,Red Lipstick,4/17/2013 19:48
Thepekingduck,Rihanna,Talk That Talk,Drunk on Love,4/17/2013 19:44
Thepekingduck,Calvin Harris,18 Months,I Need Your Love,4/17/2013 19:36
Thepekingduck,Jakwob,Fade,Fade - Vocal,4/17/2013 19:30
Thepekingduck,Kodaline,The High Hopes EP,High Hopes,4/17/2013 17:50
Thepekingduck,Compton's Most Wanted,Music To Driveby,Hood Took Me Under,4/13/2013 16:30
Thepekingduck,2Pac,2Pacalypse Now,I Don't Give a Fuck,4/13/2013 16:26
Thepekingduck,Avicii,Silhouettes,Silhouettes - Original Radio Edit,4/13/2013 16:20
Thepekingduck,Masta Ace,A Long Hot Summer,Beautiful,4/13/2013 16:11
Thepekingduck,Masta Ace feat. Strick,A Long Hot Summer,F.A.Y. (Featuring Strick),4/13/2013 16:08
Thepekingduck,Masta Ace,Disposable Arts,Enuff,4/13/2013 16:03
Thepekingduck,Masta Ace,Diesel Compilation: Sickbay Records,Beautiful - masta ace kool ade,4/13/2013 15:58
Thepekingduck,J-Ro,One Big Trip,What U Lookin At?,4/13/2013 15:54
Thepekingduck,Django Django,Django Django,Storm,4/13/2013 15:51
Thepekingduck,Willow,We The Young,We Walk Alone,4/13/2013 15:48
Thepekingduck,Of Monsters and Men,Into The Woods,Little Talks,4/13/2013 15:44
Thepekingduck,Absynthe Minded,Space,Space,4/13/2013 15:40
Thepekingduck,Absynthe Minded,New Day,My Heroics Part One,4/13/2013 15:36
Thepekingduck,Eels,Hombre Lobo,That Look You Give That Guy,4/13/2013 15:31
Thepekingduck,Arcade Fire,The Suburbs,The Suburbs,4/13/2013 15:26
Thepekingduck,Mr. Oizo,Flat Beat,Monday Massacre,4/11/2013 17:02
Thepekingduck,Caesars,Jerk It Out,Jerk It Out - Original Mix,4/11/2013 16:59
Thepekingduck,Crystal Castles,Crystal Castles,Crimewave,4/11/2013 16:54
Thepekingduck,Die Antwoord,$O$,Enter the Ninja,4/11/2013 16:49
Thepekingduck,Daft Punk,TRON: Legacy,TRON Legacy (End Titles),4/11/2013 16:46
Thepekingduck,Italobrothers,Stamp!,Upside Down,4/11/2013 16:42
Thepekingduck,Klangkarussell,Sonnentanz,Sonnentanz,4/11/2013 16:36
Thepekingduck,Moby,Best of Mobysongs 1993 - 1998,Feeling So Real,4/11/2013 16:32
Thepekingduck,will.i.am,Scream & Shout,Scream & Shout - Hit-Boy Remix,4/11/2013 16:28
Thepekingduck,Macklemore & Ryan Lewis,Thrift Shop,Thrift Shop (feat. Wanz),4/11/2013 16:24
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,4/11/2013 16:20
Thepekingduck,DuvelDuvel,Aap-o-theek,Wie is ut,4/11/2013 16:17
Thepekingduck,John Mayer,Where The Light Is: John Mayer Live In Los Angeles,Gravity - Live at the Nokia Theatre,4/9/2013 18:30
Thepekingduck,Double Trouble,The Best Of,Pride and Joy,4/9/2013 18:24
Thepekingduck,Walter Trout,Unspoiled by Progress - 20th Anniversary,Workin' Class,4/9/2013 18:20
Thepekingduck,Danny Bryant,Black And White,Tell Me,4/9/2013 18:14
Thepekingduck,John Mayer,Where The Light Is: John Mayer Live In Los Angeles,Everyday I Have The Blues - Live at the Nokia Theatre,4/9/2013 18:10
Thepekingduck,Bob Dylan,Music From The Motion Picture Watchmen,The Times They Are a-Changin',4/8/2013 19:31
Thepekingduck,Allah-Las,Allah-Las,Busman's Holiday,4/8/2013 19:28
Thepekingduck,The Thermals,Born To Kill,Born To Kill,4/8/2013 19:26
Thepekingduck,Black Rebel Motorcycle Club,Let The Day Begin,Let The Day Begin,4/8/2013 19:22
Thepekingduck,Benjamin Francis Leftwich,Last Smoke Before The Snowstorm,1904,4/8/2013 19:18
Thepekingduck,JAY-Z,Original Album Classics,D'Evils,4/7/2013 19:59
Thepekingduck,Icona Pop,Iconic EP,I Love It (feat. Charli XCX),4/7/2013 19:49
Thepekingduck,Alain Clark,Back In My World,Back In My World,4/7/2013 19:46
Thepekingduck,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,4/7/2013 19:43
Thepekingduck,Justin Timberlake,Mirrors,Mirrors,4/7/2013 19:34
Thepekingduck,Major Lazer,Watch Out For This [Bumaye] [feat. Busy Signal The Flexican & FS Green],Watch Out For This [Bumaye] [feat. Busy Signal The Flexican & FS Green],4/7/2013 19:30
Thepekingduck,Macklemore & Ryan Lewis,Thrift Shop,Thrift Shop (feat. Wanz),4/7/2013 19:26
Thepekingduck,Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),4/7/2013 19:22
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Sukkel Voor de Liefde,4/7/2013 19:18
Thepekingduck,Slum Village,Fantastic Vol. 2.10,Fall In Love,4/5/2013 18:19
Thepekingduck,Gang Starr,Full Clip: A Decade Of Gang Starr,Work,4/5/2013 18:16
Thepekingduck,Theory Hazit,Modern Marvels,Uncanny,4/5/2013 18:13
Thepekingduck,Theory Hazit,Modern Marvels,Late Summer Sun,4/5/2013 18:09
Thepekingduck,Theory Hazit,Modern Marvels,One for Jerome,4/5/2013 18:06
Thepekingduck,Theory Hazit,Modern Marvels,You Are,4/5/2013 18:02
Thepekingduck,M83,Midnight City [Eric Prydz Private Remix],Midnight City [Eric Prydz Private Remix] - Eric Prydz Private Remix,4/5/2013 17:56
Thepekingduck,Theory Hazit,Modern Marvels,Concealed Sorrow,4/5/2013 17:53
Thepekingduck,Theory Hazit,Modern Marvels,It's So Sweet,4/5/2013 17:50
Thepekingduck,Theory Hazit,Modern Marvels,We Are The Ones,4/5/2013 17:47
Thepekingduck,Theory Hazit,Modern Marvels,Hanzel & Gretel,4/5/2013 17:42
Thepekingduck,Theory Hazit,Modern Marvels,Hands In Hi-Fi,4/5/2013 17:38
Thepekingduck,deadmau5,Strobe,Strobe (Radio Edit),4/5/2013 17:34
Thepekingduck,Theory Hazit,Modern Marvels,Careless Mister,4/5/2013 17:31
Thepekingduck,Theory Hazit,Modern Marvels,Grow Old,4/5/2013 17:27
Thepekingduck,Theory Hazit,Modern Marvels,Modern Marvels,4/5/2013 17:22
Thepekingduck,Skrillex,Bangarang EP,Bangarang - feat. Sirah,4/5/2013 17:19
Thepekingduck,Theory Hazit,Modern Marvels,Day By Day,4/5/2013 17:15
Thepekingduck,Pendulum,Immersion,The Island - Pt. II,4/5/2013 17:11
Thepekingduck,Theory Hazit,Modern Marvels,The Hurricane,4/5/2013 17:08
Thepekingduck,deadmau5,Arguru,Arguru,4/5/2013 17:01
Thepekingduck,M83,We Own The Sky,We Own the Sky,4/5/2013 16:56
Thepekingduck,Die Antwoord,$O$,Enter the Ninja,4/5/2013 16:51
Thepekingduck,Daft Punk,TRON: Legacy,TRON Legacy (End Titles),4/5/2013 16:47
Thepekingduck,Kid Frost,Snoop Dogg Presents: The West Coast Blueprint,La Raza,3/30/2013 18:19
Thepekingduck,Swollen Members,Bad Dreams,Killing Spree,3/30/2013 18:17
Thepekingduck,Cypress Hill featuring Fermin IV Caballero of Control Machete,Los Grandes Éxitos En Español,Siempre Peligroso - feat. Fermin IV Caballero of Control Machete,3/30/2013 18:13
Thepekingduck,Funkdoobiest,Brothas Doobie,What The Deal,3/30/2013 18:09
Thepekingduck,Afu-Ra,State Of The Arts,Rumble,3/30/2013 18:05
Thepekingduck,La Coka Nostra,A Brand You Can Trust,Brujeria - Feat. Sick Jacken Of Psycho Realm,3/30/2013 18:02
Thepekingduck,Backyard Dog,All in a Day,On My Vibe,3/30/2013 17:58
Thepekingduck,The Beatnuts,Classic Nuts Vol. 1,Reign of the Tec,3/30/2013 17:54
Thepekingduck,Marcelo D2,A Arte Do Barulhoo,Fala Sério! - feat. Mariana Aydar,3/30/2013 17:52
Thepekingduck,The Psycho Realm,The Psycho Realm,Temporary Insanity,3/30/2013 17:48
Thepekingduck,House of Pain,Same As It Ever Was [Amended Version],Still Got A Lotta Love [Amended Version],3/30/2013 17:45
Thepekingduck,Backyard Dog,All in a Day,No Matter How Hard,3/30/2013 17:40
Thepekingduck,Joe Budden,Def Jamaica,Mardi Gras - (The Remix) - Album Version (Explicit),3/30/2013 17:35
Thepekingduck,Redman,Party Jam,Time 4 Sum Aktion,3/30/2013 17:31
Thepekingduck,Cypress Hill,Los Grandes Éxitos En Español,No Entiendes La Onda (How I Could Just Kill A Man) - Spanish Edit,3/30/2013 17:27
Thepekingduck,The Beatnuts,Classic Nuts Vol. 1,Turn It Out featuring Greg Nice - Real,3/30/2013 17:18
Thepekingduck,Delinquent Habits,Escena Alterlatina,Return of the Tres,3/30/2013 17:12
Thepekingduck,Culture Beat,Mr. Vain Recall - taken from Superstar Recordings,Mr. Vain Recall - Radio Edit,3/30/2013 17:07
Thepekingduck,Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),Tearz,3/30/2013 17:03
Thepekingduck,Chuck Berry,Universal Masters collection,Johnny B. Goode,3/30/2013 17:00
Thepekingduck,Wu-Tang Clan,Enter The Wu-tang:  36 Chamb..,Shame on a Nigga,3/30/2013 16:57
Thepekingduck,The Rolling Stones,Singles Collection: The London Years,(I Can't Get No) Satisfaction,3/30/2013 16:51
Thepekingduck,Motörhead,Ace of Spades,Ace of Spades,3/30/2013 16:48
Thepekingduck,Snoop Dogg,Me and My Homies,Gin And Juice,3/30/2013 16:38
Thepekingduck,The Sugarhill Gang,The Best Of Grandmaster Flash & Sugar Hill,Rapper's Delight,3/30/2013 16:34
Thepekingduck,Bruce Springsteen,The Essential Bruce Springsteen,Born in the U.S.A.,3/30/2013 16:30
Thepekingduck,Guns N' Roses,Appetite for Destruction,Paradise City,3/30/2013 16:23
Thepekingduck,Guns N' Roses,Appetite for Destruction,Welcome to the Jungle,3/30/2013 16:18
Thepekingduck,Bon Jovi,Slippery When Wet,Livin' on a Prayer,3/30/2013 16:14
Thepekingduck,Sash!,The Best Of Sash! [10th Anniversary],Ecuador,3/30/2013 16:11
Thepekingduck,Bran Van 3000,Glee,Drinking in L.A.,3/30/2013 16:07
Thepekingduck,Danzig,Danzig,Mother,3/30/2013 16:04
Thepekingduck,OMC,How Bizarre,How Bizarre,3/30/2013 16:00
Thepekingduck,Bastille,Pompeii,Pompeii,3/30/2013 15:55
Thepekingduck,Robin Thicke,Blurred Lines,Blurred Lines,3/30/2013 15:52
Thepekingduck,The Opposites,Sukkel Voor De Liefde,Sukkel Voor de Liefde,3/30/2013 15:48
Thepekingduck,The Cat Empire,Brighter Than Gold,Brighter Than Gold,3/30/2013 15:43
Thepekingduck,Justin Timberlake,Mirrors,Mirrors,3/30/2013 15:38
Thepekingduck,The Lumineers,The Lumineers,Ho Hey,3/30/2013 15:35
Thepekingduck,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,3/30/2013 15:29
Thepekingduck,P!nk,The Truth About Love,Just Give Me a Reason,3/30/2013 15:25
Thepekingduck,Macklemore & Ryan Lewis,Thrift Shop,Thrift Shop (feat. Wanz),3/30/2013 15:21
Thepekingduck,Klangkarussell,Sonnentanz,Sonnentanz,3/30/2013 15:15
Thepekingduck,Kevin Rudolf,Let It Rock,Let It Rock,3/25/2013 22:10
Thepekingduck,Basshunter,I Miss You,Basshunter Minimix,3/25/2013 22:05
Thepekingduck,Klangkarussell,Sonnentanz,Sonnentanz,3/25/2013 21:57
Thepekingduck,Moby,Best of Mobysongs 1993 - 1998,Feeling So Real,3/25/2013 21:54
Thepekingduck,Neon Hitch,Get Over U,Get Over U,3/25/2013 21:52
Thepekingduck,Kaskade,Lessons In Love (Headhunterz Remix),Lessons In Love - Headhunterz Remix Radio Edit,3/25/2013 21:48
Thepekingduck,Sunrise Inc,Still The Same,Still The Same - Radio Edit,3/25/2013 21:45
Thepekingduck,Polina,Tornado (Remixes),Tornado (Kill the Noise Remix feat. Polina),3/25/2013 21:40
Thepekingduck,Mister and Mississippi,Northern Sky,Northern Sky - radio edit,3/25/2013 21:31
Thepekingduck,Labrinth,Electronic Earth,Beneath Your Beautiful,3/25/2013 21:27
Thepekingduck,Kodaline,High Hopes,High Hopes,3/25/2013 21:23
Thepekingduck,Bill Withers,The Best Of Bill Withers: Lean On Me,Ain't No Sunshine,3/25/2013 21:20
Thepekingduck,Rihanna,Diamonds,Diamonds,3/25/2013 21:12
Thepekingduck,Bruno Mars,Locked Out Of Heaven,Locked Out of Heaven,3/25/2013 21:08
Thepekingduck,Phillip Phillips,Home,Home,3/25/2013 21:04
Thepekingduck,Racoon,Alles Is Familie,Oceaan,3/25/2013 21:02
Thepekingduck,Carly Rae Jepsen,Kiss,Tonight I’m Getting Over You,3/25/2013 20:57
Thepekingduck,Klangkarussell,Sonnentanz,Sonnentanz,3/25/2013 20:51
Thepekingduck,Daddy’s Groove,Stellar,Stellar - Radio Edit,3/25/2013 20:45
Thepekingduck,Tom Odell,Songs from Another Love,Another Love,3/25/2013 20:35
Thepekingduck,Alain Clark,Back In My World,Back In My World,3/25/2013 20:32
Thepekingduck,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,3/25/2013 20:27
Thepekingduck,Music4U,Stay - A Tribute to Rihanna and Mikky Ekko,Stay,3/25/2013 20:22
Thepekingduck,P!nk,The Truth About Love,Just Give Me a Reason,3/25/2013 20:17
Thepekingduck,Anouk,Birds,Birds,3/25/2013 20:14
Thepekingduck,Kevin Rudolf,Let It Rock,Let It Rock,3/22/2013 10:06
Thepekingduck,Klangkarussell,Sonnentanz,Sonnentanz,3/22/2013 9:58
Thepekingduck,Moby,Best of Mobysongs 1993 - 1998,Feeling So Real,3/22/2013 9:55
Thepekingduck,Neon Hitch,Get Over U,Get Over U,3/22/2013 9:52
Thepekingduck,will.i.am,Scream & Shout,Scream & Shout - Hit-Boy Remix,3/22/2013 9:35
Thepekingduck,Macklemore & Ryan Lewis,Thrift Shop,Thrift Shop (feat. Wanz),3/22/2013 9:31
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,3/22/2013 9:28
Thepekingduck,Anouk,Birds,Birds,3/22/2013 9:23
Thepekingduck,Eddy Wata,I Like the Way,I Like The Way - Original Radio Edit,3/19/2013 21:22
Thepekingduck,Andrew Spencer,Zombie,Zombie (Ray Knox RMX Edit),3/19/2013 21:17
Thepekingduck,Kevin Rudolf,Let It Rock,Let It Rock,3/19/2013 21:13
Thepekingduck,Cascada,Absolute Dance Autumn 2008,Because The Night,3/19/2013 21:10
Thepekingduck,Basshunter,I Miss You,Basshunter Minimix,3/19/2013 21:05
Thepekingduck,Klaas,What Is Love 2K9,What Is Love - Klaas Radio Edit,3/19/2013 21:02
Thepekingduck,Edward Maya,Stereo Love,Stereo Love - Original,3/19/2013 20:53
Thepekingduck,Basshunter,Now You're Gone - The Album,DotA - radio edit,3/19/2013 20:50
Thepekingduck,London Music Works,Requiem for a Tower | Dream,Requiem for a Tower,3/19/2013 20:45
Thepekingduck,The Lonely Island,Motherlover,Motherlover,3/19/2013 20:43
Thepekingduck,David Guetta,Love Is Gone,Love Is Gone (Fred Riester & Joachim Garraud Remix) [Radio Edit],3/19/2013 20:38
Thepekingduck,Basshunter,Now You're Gone - The Album,DotA - radio edit,3/19/2013 20:31
Thepekingduck,Redman,Whut ? The Album,Time 4 Sumaksion,3/19/2013 20:27
Thepekingduck,Method Man,Tical 2000: Judgement Day,Break Ups 2 Make Ups,3/19/2013 20:25
Thepekingduck,Shyheim,The Lost Generation,Dear God (Featuring Pop The Brown Hornet),3/19/2013 20:19
Thepekingduck,Choir of Young Believers,We'll Never Stop Living This Way: A Ghostly Primer,Hollow Talk,3/19/2013 20:09
Thepekingduck,Gavin Mikhail,Carry On (Fun. Cover),I Will Wait For You (Mumford & Sons Cover),3/19/2013 20:04
Thepekingduck,Kaitlyn Rosenblum,Stereo Love (Edward Maya Acoustic Cover),Stereo Love (Edward Maya Acoustic Cover),3/19/2013 20:00
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Rolling in the Deep,3/19/2013 19:55
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 3,The A Team,3/19/2013 19:53
Thepekingduck,Fountains of Wayne,Welcome Interstate Managers,All Kinds Of Time,3/19/2013 19:48
Thepekingduck,U2,The Best of 1980 - 1990 / B Sides,With or Without You,3/19/2013 19:43
Thepekingduck,Eric Clapton,Riding With the King,Riding With The King,3/14/2013 21:39
Thepekingduck,B.B. King,Deuces Wild,If You Love Me,3/14/2013 21:33
Thepekingduck,B.B. King,Deuces Wild,Rock Me Baby,3/14/2013 21:26
Thepekingduck,B.B. King,Deuces Wild,The Thrill Is Gone,3/14/2013 21:21
Thepekingduck,Blind Melon,Best Of Blind Melon,No Rain - 2002 - Remastered,3/14/2013 21:16
Thepekingduck,Franz Ferdinand,Franz Ferdinand,Take Me Out,3/14/2013 21:12
Thepekingduck,Red Hot Chili Peppers,Mother's Milk,Higher Ground - 2003 - Remaster,3/14/2013 21:08
Thepekingduck,The Rolling Stones,Singles 1965-1967,Paint It Black - Mono Version,3/14/2013 21:04
Thepekingduck,The Beach Boys,Good Vibrations 40th Anniversary,Good Vibrations - 2001 - Remaster,3/14/2013 20:58
Thepekingduck,The Smashing Pumpkins,Siamese Dream,Today,3/14/2013 20:55
Thepekingduck,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Hey Joe,3/14/2013 20:51
Thepekingduck,B.B. King,Blues Pack - B.B. King - EP,You Upset Me Baby,3/14/2013 20:48
Thepekingduck,Arch Enemy,Anthems of Rebellion,We Will Rise,3/14/2013 20:44
Thepekingduck,The Lonely Island,Motherlover,Motherlover,3/14/2013 20:41
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,3/14/2013 20:37
Thepekingduck,Avicii,I Could Be the One (Avicii vs. Nicky Romero) [Remixes],I Could Be the One (Nicktim Radio Edit) [Avicii vs. Nicky Romero],3/14/2013 20:34
Thepekingduck,Bridgit Mendler,Ready or Not,Ready or Not,3/14/2013 20:30
Thepekingduck,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,3/14/2013 20:26
Thepekingduck,Jiggy Djé,De Ark De Triomf,Ik heb je,3/9/2013 19:27
Thepekingduck,Jiggy Djé,De Ark De Triomf,Ik heb je,3/9/2013 19:27
Thepekingduck,Winne,Winne Zonder Strijd,Lotgenoot,3/9/2013 19:22
Thepekingduck,Winne,Winne Zonder Strijd,W.I.N.N.E.,3/9/2013 19:19
Thepekingduck,Hef,Papierwerk,Drink Van Me,3/9/2013 19:16
Thepekingduck,Hef,Hefvermogen,Uulgh!,3/9/2013 19:13
Thepekingduck,Kraantje Pappie,Semi Bekend EP,Goud Over Shirt Heen (G.O.S.H.),3/9/2013 19:09
Thepekingduck,Kraantje Pappie,Semi Bekend EP,Semi Bekend,3/9/2013 19:06
Thepekingduck,Claw Boys Claw,Hammer,Hammer,3/4/2013 21:02
Thepekingduck,Mano Le Tough,Changing Days,Everything You've Done Before,3/4/2013 20:55
Thepekingduck,Mister and Mississippi,Mister and Mississippi,Same Room Different House,3/4/2013 20:50
Thepekingduck,The Thermals,Born To Kill,Born To Kill,3/4/2013 20:48
Thepekingduck,Allah-Las,Allah-Las,Busman's Holiday,3/4/2013 20:43
Thepekingduck,David Bowie,Nieuwe Muziek,The Stars (Are Out Tonight),3/4/2013 20:39
Thepekingduck,!!!,Slyd,Slyd,3/4/2013 20:35
Thepekingduck,Suuns,Images du Futur,2020,3/4/2013 20:31
Thepekingduck,Yeah Yeah Yeahs,Sacrilege,Sacrilege,3/4/2013 20:27
Thepekingduck,Black Rebel Motorcycle Club,Let The Day Begin,Let The Day Begin,3/3/2013 11:21
Thepekingduck,Shout Out Louds,Optica (Bonus Track Version),Illusions,3/3/2013 11:16
Thepekingduck,Conforce,Time Dilation EP,Nomad,3/3/2013 11:09
Thepekingduck,Allah-Las,Allah-Las,Busman's Holiday,3/3/2013 11:05
Thepekingduck,Paul Leonard-Morgan,Dredd: Original Film Soundtrack,Lockdown,2/25/2013 0:23
Thepekingduck,Paul Leonard-Morgan,Dredd: Original Film Soundtrack,Anderson's Theme,2/25/2013 0:20
Thepekingduck,Paul Leonard-Morgan,Dredd: Original Film Soundtrack,The Rise Of Ma-Ma,2/25/2013 0:18
Thepekingduck,Paul Leonard-Morgan,Dredd: Original Film Soundtrack,The Plan,2/25/2013 0:15
Thepekingduck,Paul Leonard-Morgan,Dredd: Original Film Soundtrack,Mega City One,2/25/2013 0:12
Thepekingduck,Paul Leonard-Morgan,Dredd: Original Film Soundtrack,She's A Pass,2/25/2013 0:06
Thepekingduck,Baauer,Jeffree's Volume 3,Harlem Shake,2/24/2013 15:11
Thepekingduck,Macklemore & Ryan Lewis,Thrift Shop,Thrift Shop (feat. Wanz),2/24/2013 15:08
Thepekingduck,Avicii,I Could Be the One (Avicii vs. Nicky Romero) [Remixes],I Could Be the One (Nicktim Radio Edit) [Avicii vs. Nicky Romero],2/24/2013 15:04
Thepekingduck,Mumford & Sons,Lover Of The Light,Lover of the Light,2/23/2013 18:36
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,2/23/2013 18:32
Thepekingduck,De Kraaien,Ik Vind Je Lekker,Ik vind je lekker,2/23/2013 18:29
Thepekingduck,Passenger,All the Little Lights,Holes,2/23/2013 18:25
Thepekingduck,Passenger,All the Little Lights,Holes,2/23/2013 12:25
